order_num,User ID,code,name,Buy Qty,Sell Qty,qty,price,현재 가격,평균 가격 대비,수익률
271,olivialopez@yahoo.com,A126340,비나텍,122.0,83.0,39.0,46200.0,57500,11300.0,24.458874458874458
272,olivialopez@yahoo.com,A094970,제이엠티,60.0,0.0,60.0,5230.0,5800,570.0,10.89866156787763
273,olivialopez@yahoo.com,A274090,켄코아에어로스페,78.0,0.0,78.0,11110.0,12120,1010.0,9.090909090909092
274,olivialopez@yahoo.com,A016360,삼성증권,86.0,85.0,1.0,38350.0,37500,-850.0,-2.216427640156454
275,olivialopez@yahoo.com,A004490,세방전지,26.0,4.0,22.0,98800.0,102100,3300.0,3.340080971659919
277,olivialopez@yahoo.com,A213420,덕산네오룩스,112.0,0.0,112.0,37550.0,41100,3550.0,9.454061251664447
279,olivialopez@yahoo.com,A029480,광무,94.0,75.0,19.0,3020.0,4310,1290.0,42.71523178807947
281,olivialopez@yahoo.com,A038880,아이에이,84.0,0.0,84.0,378.0,351,-27.0,-7.142857142857142
282,olivialopez@yahoo.com,A001740,SK네트웍스,66.0,0.0,66.0,5030.0,4925,-105.0,-2.0874751491053676
283,olivialopez@yahoo.com,A298050,효성첨단소재,78.0,0.0,78.0,337000.0,377500,40500.0,12.01780415430267
285,olivialopez@yahoo.com,A001750,한양증권,85.0,0.0,85.0,10450.0,11250,800.0,7.655502392344498
286,rachelmartinez@yahoo.com,A003690,코리안리,137.0,0.0,137.0,8210.0,8020,-190.0,-2.3142509135200973
287,rachelmartinez@yahoo.com,A229000,젠큐릭스,77.0,25.0,52.0,3030.0,3240,210.0,6.9306930693069315
288,rachelmartinez@yahoo.com,A317400,자이에스앤디,11.0,10.0,1.0,4150.0,4270,120.0,2.891566265060241
289,rachelmartinez@yahoo.com,A203450,유니온커뮤니티,7.0,0.0,7.0,3245.0,3010,-235.0,-7.24191063174114
290,rachelmartinez@yahoo.com,A049180,셀루메드,63.0,0.0,63.0,1671.0,1628,-43.0,-2.5733093955715143
291,rachelmartinez@yahoo.com,A001200,유진투자증권,73.0,0.0,73.0,4360.0,4240,-120.0,-2.7522935779816518
292,rachelmartinez@yahoo.com,A396270,넥스트칩,234.0,96.0,138.0,10860.0,12740,1880.0,17.311233885819522
293,rachelmartinez@yahoo.com,A002350,넥센타이어,62.0,0.0,62.0,9000.0,8120,-880.0,-9.777777777777779
294,rachelmartinez@yahoo.com,A192650,드림텍,131.0,0.0,131.0,9140.0,9380,240.0,2.62582056892779
295,rachelmartinez@yahoo.com,A060230,소니드,166.0,0.0,166.0,2320.0,1885,-435.0,-18.75
296,rachelmartinez@yahoo.com,A093370,후성,35.0,0.0,35.0,7410.0,7000,-410.0,-5.53306342780027
297,rachelmartinez@yahoo.com,A054540,삼영엠텍,217.0,0.0,217.0,4240.0,4340,100.0,2.358490566037736
298,rachelmartinez@yahoo.com,A026150,특수건설,143.0,0.0,143.0,7090.0,7510,420.0,5.923836389280677
300,rachelmartinez@yahoo.com,A200470,에이팩트,239.0,0.0,239.0,5930.0,5850,-80.0,-1.3490725126475547
302,rachelmartinez@yahoo.com,A136510,스마트솔루션즈,71.0,0.0,71.0,11600.0,11600,0.0,0.0
303,rachelmartinez@yahoo.com,A083650,비에이치아이,73.0,0.0,73.0,8790.0,10610,1820.0,20.705346985210465
304,rachelmartinez@yahoo.com,A012750,에스원,96.0,0.0,96.0,62400.0,61900,-500.0,-0.8012820512820512
305,rachelmartinez@yahoo.com,A005940,NH투자증권,127.0,0.0,127.0,12340.0,12250,-90.0,-0.7293354943273906
306,rachelmartinez@yahoo.com,A041830,인바디,145.0,0.0,145.0,29250.0,26800,-2450.0,-8.376068376068375
307,rachelmartinez@yahoo.com,A211270,AP위성,53.0,0.0,53.0,17840.0,18240,400.0,2.242152466367713
308,rachelmartinez@yahoo.com,A034020,두산에너빌리티,118.0,0.0,118.0,16120.0,18260,2140.0,13.275434243176178
309,rachelmartinez@yahoo.com,A114090,GKL,100.0,0.0,100.0,13870.0,13510,-360.0,-2.595529920692141
310,rachelmartinez@yahoo.com,A223250,드림씨아이에스,54.0,0.0,54.0,2960.0,3350,390.0,13.175675675675674
312,bobbyking@gmail.com,A101170,우림피티에스,256.0,0.0,256.0,5730.0,5650,-80.0,-1.3961605584642234
313,bobbyking@gmail.com,A003530,한화투자증권,289.0,0.0,289.0,3360.0,3380,20.0,0.5952380952380952
314,bobbyking@gmail.com,A025550,한국선재,90.0,33.0,57.0,3545.0,3605,60.0,1.692524682651622
315,bobbyking@gmail.com,A286940,롯데이노베이트,94.0,7.0,87.0,31300.0,30100,-1200.0,-3.8338658146964857
316,bobbyking@gmail.com,A008770,호텔신라,202.0,0.0,202.0,57400.0,56700,-700.0,-1.2195121951219512
317,bobbyking@gmail.com,A039030,이오테크닉스,75.0,8.0,67.0,239000.0,209500,-29500.0,-12.343096234309623
318,bobbyking@gmail.com,A054090,삼진엘앤디,21.0,0.0,21.0,1242.0,1341,99.0,7.971014492753622
319,bobbyking@gmail.com,A288980,모아데이타,131.0,0.0,131.0,2755.0,2410,-345.0,-12.522686025408348
321,bobbyking@gmail.com,A043220,티에스넥스젠,257.0,69.0,188.0,777.0,799,22.0,2.8314028314028317
322,bobbyking@gmail.com,A265520,AP시스템,60.0,11.0,49.0,34000.0,27800,-6200.0,-18.235294117647058
323,bobbyking@gmail.com,A083500,에프엔에스테크,170.0,72.0,98.0,11110.0,11840,730.0,6.5706570657065715
324,bobbyking@gmail.com,A099440,스맥,200.0,0.0,200.0,3515.0,3870,355.0,10.099573257467995
325,bobbyking@gmail.com,A440110,파두,68.0,0.0,68.0,20450.0,17970,-2480.0,-12.12713936430318
326,bobbyking@gmail.com,A081150,티플랙스,100.0,0.0,100.0,2835.0,2965,130.0,4.5855379188712515
328,bobbyking@gmail.com,A096770,SK이노베이션,93.0,0.0,93.0,106300.0,101700,-4600.0,-4.327375352775165
329,bobbyking@gmail.com,A178920,PI첨단소재,70.0,0.0,70.0,19890.0,25350,5460.0,27.450980392156865
330,bobbyking@gmail.com,A035720,카카오,128.0,85.0,43.0,47350.0,44450,-2900.0,-6.124604012671594
331,bobbyking@gmail.com,A001290,상상인증권,7.0,0.0,7.0,680.0,654,-26.0,-3.823529411764706
332,bobbyking@gmail.com,A086670,비엠티,37.0,0.0,37.0,13450.0,13020,-430.0,-3.197026022304833
333,bobbyking@gmail.com,A064350,현대로템,98.0,0.0,98.0,38450.0,38650,200.0,0.5201560468140443
334,bobbyking@gmail.com,A095610,테스,51.0,36.0,15.0,26150.0,22950,-3200.0,-12.237093690248566
335,bobbyking@gmail.com,A227950,엔투텍,61.0,0.0,61.0,636.0,630,-6.0,-0.9433962264150944
336,jamescollins@naver.com,A002690,동일제강,72.0,35.0,37.0,1817.0,1807,-10.0,-0.5503577325261421
339,jamescollins@naver.com,A036930,주성엔지니어링,70.0,63.0,7.0,35000.0,33650,-1350.0,-3.8571428571428568
340,jamescollins@naver.com,A039980,폴라리스AI,100.0,0.0,100.0,2110.0,3490,1380.0,65.40284360189574
341,jamescollins@naver.com,A282720,금양그린파워,93.0,0.0,93.0,15450.0,16870,1420.0,9.190938511326861
343,jamescollins@naver.com,A900250,크리스탈신소재,179.0,0.0,179.0,1219.0,1206,-13.0,-1.0664479081214109
344,jamescollins@naver.com,A419540,비스토스,35.0,0.0,35.0,2060.0,2210,150.0,7.281553398058252
345,jamescollins@naver.com,A022100,포스코DX,145.0,64.0,81.0,40350.0,37300,-3050.0,-7.558859975216853
346,jamescollins@naver.com,A121600,나노신소재,173.0,60.0,113.0,114300.0,101800,-12500.0,-10.936132983377078
347,jamescollins@naver.com,A086790,하나금융지주,51.0,30.0,21.0,61100.0,61100,0.0,0.0
348,jamescollins@naver.com,A143540,영우디에스피,13.0,0.0,13.0,894.0,927,33.0,3.691275167785235
349,jamescollins@naver.com,A006360,GS건설,25.0,21.0,4.0,15140.0,15160,20.0,0.13210039630118892
350,jamescollins@naver.com,A131290,티에스이,95.0,0.0,95.0,76900.0,62400,-14500.0,-18.855656697009103
351,jamescollins@naver.com,A049080,기가레인,75.0,0.0,75.0,779.0,848,69.0,8.857509627727858
353,jamescollins@naver.com,A037560,LG헬로비전,96.0,0.0,96.0,3320.0,3130,-190.0,-5.72289156626506
354,jamescollins@naver.com,A039290,인포뱅크,76.0,0.0,76.0,9130.0,9180,50.0,0.547645125958379
355,jamescollins@naver.com,A009150,삼성전기,73.0,0.0,73.0,145600.0,156500,10900.0,7.486263736263736
356,jamescollins@naver.com,A178320,서진시스템,5.0,0.0,5.0,24050.0,31300,7250.0,30.14553014553015
357,jamescollins@naver.com,A103590,일진전기,97.0,0.0,97.0,22900.0,25100,2200.0,9.606986899563319
358,jamescollins@naver.com,A282690,동아타이어,115.0,0.0,115.0,12060.0,12490,430.0,3.565505804311774
359,jamescollins@naver.com,A052860,아이앤씨,96.0,0.0,96.0,2875.0,2600,-275.0,-9.565217391304348
360,jamescollins@naver.com,A161580,필옵틱스,69.0,0.0,69.0,27100.0,26200,-900.0,-3.3210332103321036
361,jamescollins@naver.com,A006910,보성파워텍,41.0,0.0,41.0,3080.0,4090,1010.0,32.7922077922078
362,kylejackson@yahoo.com,A118990,모트렉스,49.0,0.0,49.0,13280.0,13110,-170.0,-1.2801204819277108
363,kylejackson@yahoo.com,A003540,대신증권,61.0,0.0,61.0,15630.0,15490,-140.0,-0.8957133717210494
364,kylejackson@yahoo.com,A054620,APS,55.0,11.0,44.0,7090.0,6790,-300.0,-4.231311706629055
366,kylejackson@yahoo.com,A032790,엠젠솔루션,42.0,0.0,42.0,2085.0,1872,-213.0,-10.215827338129497
368,kylejackson@yahoo.com,A412350,레이저쎌,174.0,0.0,174.0,8930.0,10760,1830.0,20.492721164613663
370,kylejackson@yahoo.com,A319660,피에스케이,80.0,0.0,80.0,30150.0,30400,250.0,0.8291873963515755
371,kylejackson@yahoo.com,A424980,마이크로투나노,56.0,0.0,56.0,17910.0,15320,-2590.0,-14.461194863204913
372,kylejackson@yahoo.com,A389020,자람테크놀로지,87.0,0.0,87.0,106500.0,80900,-25600.0,-24.037558685446008
374,kylejackson@yahoo.com,A140860,파크시스템스,135.0,0.0,135.0,151500.0,178200,26700.0,17.62376237623762
375,kylejackson@yahoo.com,A035250,강원랜드,136.0,0.0,136.0,15100.0,14960,-140.0,-0.9271523178807948
376,kylejackson@yahoo.com,A315640,딥노이드,108.0,0.0,108.0,7680.0,8030,350.0,4.557291666666666
377,kylejackson@yahoo.com,A073240,금호타이어,10.0,0.0,10.0,6470.0,7190,720.0,11.128284389489954
378,kylejackson@yahoo.com,A036640,HRS,45.0,0.0,45.0,5460.0,5750,290.0,5.311355311355311
379,kylejackson@yahoo.com,A017510,세명전기,173.0,94.0,79.0,4700.0,5220,520.0,11.063829787234042
380,kylejackson@yahoo.com,A452160,제이엔비,105.0,25.0,80.0,15570.0,10950,-4620.0,-29.672447013487474
381,kylejackson@yahoo.com,A146320,비씨엔씨,7.0,0.0,7.0,19300.0,17300,-2000.0,-10.362694300518134
382,kylejackson@yahoo.com,A037350,성도이엔지,40.0,0.0,40.0,3930.0,4315,385.0,9.79643765903308
383,kylejackson@yahoo.com,A011780,금호석유,5.0,0.0,5.0,129400.0,146200,16800.0,12.982998454404946
384,kylejackson@yahoo.com,A080220,제주반도체,93.0,67.0,26.0,22250.0,20700,-1550.0,-6.96629213483146
385,kylejackson@yahoo.com,A039490,키움증권,84.0,0.0,84.0,132300.0,125400,-6900.0,-5.215419501133787
386,kylejackson@yahoo.com,A003470,유안타증권,75.0,0.0,75.0,2725.0,2740,15.0,0.5504587155963303
387,kylejackson@yahoo.com,A187870,디바이스이엔지,99.0,0.0,99.0,16870.0,15790,-1080.0,-6.401896858328393
388,kylejackson@yahoo.com,A052900,KX하이텍,59.0,0.0,59.0,1339.0,1301,-38.0,-2.8379387602688575
389,kylejackson@yahoo.com,A005380,현대차,204.0,0.0,204.0,251500.0,267500,16000.0,6.36182902584493
390,kylejackson@yahoo.com,A257370,피엔티엠에스,80.0,0.0,80.0,9210.0,9210,0.0,0.0
391,kylejackson@yahoo.com,A089030,테크윙,82.0,0.0,82.0,31900.0,38950,7050.0,22.10031347962382
392,kylejackson@yahoo.com,A094850,참좋은여행,57.0,53.0,4.0,7000.0,7210,210.0,3.0
393,danielkim@gmail.com,A051600,한전KPS,27.0,0.0,27.0,34850.0,36400,1550.0,4.447632711621234
394,danielkim@gmail.com,A065130,탑엔지니어링,155.0,0.0,155.0,6610.0,6000,-610.0,-9.228441754916792
395,danielkim@gmail.com,A012610,경인양행,119.0,118.0,1.0,3415.0,3455,40.0,1.171303074670571
397,danielkim@gmail.com,A117730,티로보틱스,98.0,0.0,98.0,17970.0,14780,-3190.0,-17.75180856983862
398,danielkim@gmail.com,A006260,LS,211.0,0.0,211.0,127800.0,171000,43200.0,33.80281690140845
399,danielkim@gmail.com,A096870,엘디티,5.0,0.0,5.0,3115.0,2875,-240.0,-7.704654895666131
400,danielkim@gmail.com,A011690,와이투솔루션,137.0,72.0,65.0,3915.0,3985,70.0,1.7879948914431671
401,danielkim@gmail.com,A248070,솔루엠,219.0,1.0,218.0,26750.0,25250,-1500.0,-5.607476635514018
402,danielkim@gmail.com,A000500,가온전선,44.0,0.0,44.0,45950.0,60000,14050.0,30.576713819368877
403,danielkim@gmail.com,A025560,미래산업,4.0,0.0,4.0,2255.0,2060,-195.0,-8.647450110864744
404,danielkim@gmail.com,A099750,이지케어텍,82.0,26.0,56.0,15760.0,16150,390.0,2.474619289340102
405,danielkim@gmail.com,A322510,제이엘케이,85.0,0.0,85.0,10650.0,12740,2090.0,19.624413145539908
406,danielkim@gmail.com,A354200,엔젠바이오,113.0,0.0,113.0,4285.0,3195,-1090.0,-25.437572928821474
408,danielkim@gmail.com,A040160,누리플렉스,90.0,0.0,90.0,3390.0,3350,-40.0,-1.1799410029498525
409,danielkim@gmail.com,A078350,한양디지텍,72.0,71.0,1.0,26850.0,25100,-1750.0,-6.517690875232775
410,danielkim@gmail.com,A105840,우진,79.0,0.0,79.0,8250.0,9150,900.0,10.909090909090908
411,danielkim@gmail.com,A203650,드림시큐리티,176.0,0.0,176.0,3325.0,3275,-50.0,-1.5037593984962405
412,danielkim@gmail.com,A034730,SK,58.0,0.0,58.0,163900.0,148800,-15100.0,-9.21293471629042
414,danielkim@gmail.com,A079980,휴비스,28.0,0.0,28.0,3600.0,3830,230.0,6.388888888888888
415,danielkim@gmail.com,A101490,에스앤에스텍,65.0,0.0,65.0,42100.0,40400,-1700.0,-4.038004750593824
416,danielkim@gmail.com,A094170,동운아나텍,33.0,0.0,33.0,19540.0,19310,-230.0,-1.1770726714431934
417,emilyward@naver.com,A238490,힘스,156.0,0.0,156.0,5980.0,6060,80.0,1.3377926421404682
418,emilyward@naver.com,A234300,에스트래픽,59.0,0.0,59.0,3960.0,3845,-115.0,-2.904040404040404
419,emilyward@naver.com,A033230,인성정보,155.0,90.0,65.0,2755.0,2615,-140.0,-5.081669691470054
420,emilyward@naver.com,A108380,대양전기공업,17.0,0.0,17.0,14280.0,16050,1770.0,12.394957983193278
421,emilyward@naver.com,A036810,에프에스티,136.0,135.0,1.0,32750.0,31550,-1200.0,-3.6641221374045805
422,emilyward@naver.com,A251630,브이원텍,218.0,29.0,189.0,8340.0,8580,240.0,2.877697841726619
423,emilyward@naver.com,A030200,KT,188.0,57.0,131.0,34500.0,36350,1850.0,5.36231884057971
424,emilyward@naver.com,A030610,교보증권,81.0,2.0,79.0,4990.0,4950,-40.0,-0.8016032064128256
425,emilyward@naver.com,A195870,해성디에스,170.0,0.0,170.0,50400.0,48750,-1650.0,-3.273809523809524
426,emilyward@naver.com,A298020,효성티앤씨,134.0,0.0,134.0,354000.0,400500,46500.0,13.135593220338984
428,emilyward@naver.com,A372800,아이티아이즈,73.0,0.0,73.0,5490.0,5790,300.0,5.46448087431694
429,emilyward@naver.com,A393210,토마토시스템,168.0,0.0,168.0,7930.0,10510,2580.0,32.53467843631778
430,emilyward@naver.com,A101160,월덱스,29.0,0.0,29.0,24150.0,22600,-1550.0,-6.418219461697723
431,emilyward@naver.com,A049950,미래컴퍼니,103.0,0.0,103.0,29750.0,27100,-2650.0,-8.907563025210084
432,emilyward@naver.com,A371950,풍원정밀,164.0,148.0,16.0,8670.0,8940,270.0,3.1141868512110724
433,emilyward@naver.com,A079810,디이엔티,15.0,11.0,4.0,11180.0,10450,-730.0,-6.529516994633274
434,emilyward@naver.com,A011390,부산산업,52.0,42.0,10.0,53000.0,56400,3400.0,6.415094339622642
435,emilyward@naver.com,A057540,옴니시스템,19.0,0.0,19.0,970.0,1038,68.0,7.010309278350515
436,emilyward@naver.com,A425040,티이엠씨,25.0,0.0,25.0,19350.0,18250,-1100.0,-5.684754521963824
437,emilyward@naver.com,A399720,가온칩스,83.0,67.0,16.0,91500.0,74700,-16800.0,-18.360655737704917
438,emilyward@naver.com,A250930,예선테크,71.0,0.0,71.0,684.0,679,-5.0,-0.7309941520467835
439,emilyward@naver.com,A082920,비츠로셀,34.0,0.0,34.0,17190.0,19950,2760.0,16.05584642233857
440,emilyward@naver.com,A328130,루닛,74.0,0.0,74.0,52700.0,56900,4200.0,7.969639468690702
441,jordanwalker@yahoo.com,A120110,코오롱인더,291.0,30.0,261.0,38400.0,42700,4300.0,11.197916666666668
443,jordanwalker@yahoo.com,A095190,이엠코리아,66.0,0.0,66.0,2820.0,3065,245.0,8.687943262411348
444,jordanwalker@yahoo.com,A177350,베셀,135.0,0.0,135.0,427.0,411,-16.0,-3.747072599531616
445,jordanwalker@yahoo.com,A000660,SK하이닉스,48.0,0.0,48.0,177100.0,198600,21500.0,12.140033879164314
446,jordanwalker@yahoo.com,A058470,리노공업,73.0,0.0,73.0,253000.0,262000,9000.0,3.557312252964427
447,jordanwalker@yahoo.com,A396470,워트,52.0,0.0,52.0,10180.0,9140,-1040.0,-10.216110019646365
448,jordanwalker@yahoo.com,A173130,오파스넷,40.0,8.0,32.0,7270.0,9170,1900.0,26.13480055020633
449,jordanwalker@yahoo.com,A011420,갤럭시아에스엠,120.0,55.0,65.0,2185.0,2290,105.0,4.805491990846682
450,jordanwalker@yahoo.com,A083450,GST,62.0,61.0,1.0,48750.0,44600,-4150.0,-8.512820512820513
451,jordanwalker@yahoo.com,A078160,메디포스트,89.0,0.0,89.0,7010.0,6870,-140.0,-1.9971469329529243
452,jordanwalker@yahoo.com,A338220,뷰노,307.0,0.0,307.0,27950.0,29200,1250.0,4.47227191413238
453,jordanwalker@yahoo.com,A066670,디티씨,46.0,0.0,46.0,4735.0,4825,90.0,1.9007391763463568
454,jordanwalker@yahoo.com,A033160,엠케이전자,86.0,0.0,86.0,11740.0,12410,670.0,5.706984667802385
455,jordanwalker@yahoo.com,A420770,기가비스,39.0,0.0,39.0,62300.0,63800,1500.0,2.4077046548956664
456,jordanwalker@yahoo.com,A149950,아바텍,94.0,0.0,94.0,12140.0,13400,1260.0,10.378912685337728
457,jordanwalker@yahoo.com,A085810,알티캐스트,57.0,0.0,57.0,976.0,886,-90.0,-9.221311475409836
458,jordanwalker@yahoo.com,A024900,덕양산업,61.0,0.0,61.0,5030.0,4710,-320.0,-6.36182902584493
459,ashleyrobinson@gmail.com,A092870,엑시콘,60.0,59.0,1.0,21300.0,18960,-2340.0,-10.985915492957748
460,ashleyrobinson@gmail.com,A066570,LG전자,70.0,49.0,21.0,90600.0,94100,3500.0,3.863134657836645
462,ashleyrobinson@gmail.com,A078150,HB테크놀러지,142.0,0.0,142.0,3360.0,3280,-80.0,-2.380952380952381
463,ashleyrobinson@gmail.com,A032640,LG유플러스,78.0,76.0,2.0,9800.0,9770,-30.0,-0.30612244897959184
464,ashleyrobinson@gmail.com,A038010,제일테크노스,89.0,88.0,1.0,6930.0,7130,200.0,2.886002886002886
465,ashleyrobinson@gmail.com,A115160,휴맥스,75.0,72.0,3.0,2330.0,2290,-40.0,-1.7167381974248928
466,ashleyrobinson@gmail.com,A033170,시그네틱스,70.0,44.0,26.0,1880.0,1543,-337.0,-17.925531914893618
467,ashleyrobinson@gmail.com,A232830,시큐센,50.0,0.0,50.0,2490.0,2470,-20.0,-0.8032128514056224
469,ashleyrobinson@gmail.com,A093640,케이알엠,186.0,0.0,186.0,8270.0,7920,-350.0,-4.2321644498186215
470,ashleyrobinson@gmail.com,A064760,티씨케이,183.0,0.0,183.0,124300.0,109000,-15300.0,-12.308930008045053
471,ashleyrobinson@gmail.com,A163730,핑거,71.0,24.0,47.0,8350.0,8290,-60.0,-0.718562874251497
472,ashleyrobinson@gmail.com,A068790,DMS,60.0,0.0,60.0,6120.0,6770,650.0,10.620915032679738
473,ashleyrobinson@gmail.com,A042940,상지건설,113.0,0.0,113.0,418.0,3655,3237.0,774.4019138755981
476,ashleyrobinson@gmail.com,A376190,LB루셈,37.0,28.0,9.0,6650.0,6400,-250.0,-3.7593984962406015
477,ashleyrobinson@gmail.com,A130660,한전산업,76.0,0.0,76.0,7840.0,8490,650.0,8.290816326530612
478,ashleyrobinson@gmail.com,A145210,다이나믹디자인,65.0,12.0,53.0,7880.0,7430,-450.0,-5.710659898477157
479,ashleyrobinson@gmail.com,A255440,야스,63.0,0.0,63.0,11910.0,11040,-870.0,-7.304785894206549
480,ashleyrobinson@gmail.com,A055550,신한지주,98.0,44.0,54.0,47650.0,47400,-250.0,-0.5246589716684155
481,ashleyrobinson@gmail.com,A039310,세중,34.0,0.0,34.0,1965.0,2000,35.0,1.7811704834605597
